,EM,FFT_ACC,FFT_D2H,FFT_LOC,NB,SL,SMO,data
0,0.2773109243697479,0.25210084033613445,0.25210084033613445,0.26890756302521013,0.09243697478991597,0.14285714285714288,0.17647058823529413,@ivy
